pd_id,wmptempid,date_wmpcoded,page_name,funding_entity,search_terms,search_type,search_status,search_notes,notinaggreport,wmp_office,wmp_spontype_unclear,wmp_spontype,wmp_spontypelong,wmp_grouptype,wmp_govtorcand,wmp_notes,page_name_url,othernotes,needs_further_coding,cand_fav,cand_tar,sponsor_name,sponsor_cmag_2022,sponsor_cmag_2020,sponsor_cmag_2018,wmp_multisponsor,wmp_multiflag,wmp_fbapp,wmpid,pres_fecid,pres_cycle,sen_fecid,sen_cycle,hse_fecid,hse_cycle,sen_state,hse_state,pres_party,sen_party,hse_party,pres_cdstatus,sen_cdstatus,hse_cdstatus,hse_district,db_cycle,db_party,db_id,NIMP_personid,db_cdstatus,db_state,db_office,wmp_pres,wmp_sen,wmp_hse,wmp_gov,wmp_db,cmte_fecid,cmte_party,party_all,matchtype,matchtypemore,disclosure,wmp_disagree,pd_id_match,ontv2022_withother,old_name,ontv2022,min_date,sponsor_bywmp,online_advertiser_name,id,typetext_display,outgrptype,outgrptype2,candname,candname2,feccmteid,feccmteid2,catshort,catshort2,pagenamematch,party,party2,party_final,suppopp,suppopp2,mark,notes,amount_spent,number_of_ads,dedupeorgmatch,dbmatch,dbmatch2,blio,blio2,candgender,candgender2,candrace,candrace2,cid,cid2,confidence,discdate,discdate2,disclose,disclose2,ein,ein2,enddate,enddate2,industry,industry2,orgid,orgid2,realcode,realcode2,ultorg,ultorg2,viewpt,viewpt2,viewpt_final,fec_compare,crp_candidate_name,fbentity_2020,type_cmag,type_scsp
pd-264394540255889-4,16690,,AFP Minnesota,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,,0,,https://www.facebook.com/264394540255889,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-306842606456-3,6070,,Americans for Prosperity-New Jersey,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/306842606456,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,46882,,501c,501c,,,C90013285,C90013285,Repub/Conser,Repub/Conser,Americans For Prosperity                          ,,,R,,, ,,NA,NA,,,,I,I,,,,,         ,         ,1.0,2020-01-20T22:36:03.023000,2020-01-20T22:36:03.023000,N,N,753148958,753148958,,,Republican/Conservative,Republican/Conservative,D000024046,D000024046,J1100,J1100,Americans For Prosperity                          ,Americans For Prosperity                          ,C,C,C,1,,1,,
pd-284744734876627-4,5822,,Americans for Prosperity - Indiana,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/284744734876627,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,24158,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-194716997218746-3,4450,,Americans for Prosperity - Oklahoma,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/194716997218746,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,4164,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-24330467048-5,17091,,Americans for Prosperity,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/24330467048,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-158002573510-3,3403,,Americans for Prosperity-Nebraska,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/158002573510,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,3446,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-563376870409152-2,7699,,Americans for Prosperity - Kentucky,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/563376870409152,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,6369,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-103713589662356-2,9216,,Americans For Prosperity - Nevada,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/103713589662356,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,56245,,501c,501c,,,C90013285,C90013285,Repub/Conser,Repub/Conser,Americans For Prosperity                          ,,,R,,, ,NV,NA,NA,,,,I,I,,,,,         ,         ,1.0,2020-01-20T22:36:03.023000,2020-01-20T22:36:03.023000,N,N,753148958,753148958,,,Republican/Conservative,Republican/Conservative,D000024046,D000024046,J1100,J1100,Americans For Prosperity                          ,Americans For Prosperity                          ,C,C,C,1,,1,,
pd-24330467048-6,5351,,Americans for Prosperity,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/24330467048,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,4775,NA,501c,501c,NA,NA,C90013285,C90013285,Repub/Conser,Repub/Conser,Americans for Prosperity                ,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,dedupe    ,I,I,NA,NA,NA,NA,         ,         ,1.0,2020-01-20T22:36:03.023000,2020-01-20T22:36:03.023000,N,N,753148958,753148958,NA,NA,Republican/Conservative,Republican/Conservative,D000024046,D000024046,J1100,J1100,Americans For Prosperity                          ,Americans For Prosperity                          ,C,C,C,1,,1,,
pd-261319066080-3,5561,,Americans for Prosperity - Ohio,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/261319066080,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,23596,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-265034560312114-4,5603,,Americans for Prosperity - North Dakota,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/265034560312114,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,23688,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-213687698658-1,4852,11/11/2021,Americans for Prosperity Foundation,Americans for Prosperity Foundation,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/213687698658,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans for Prosperity Foundation,4433,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,NA,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-99490682474-4,9048,,Americans for Prosperity - Colorado,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/99490682474,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,7276,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-287754774569171-3,5847,,Americans for Prosperity-Montana,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/287754774569171,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,24218,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-157596564371710-3,21961,10/4/2022,Americans for Prosperity-New Mexico,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",501c,0,,https://www.facebook.com/157596564371710,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-230053303681902-3,22377,10/4/2022,Americans for Prosperity Arizona,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/230053303681902,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-172946850901-2,3878,,Americans for Prosperity-Michigan,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/172946850901,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,19704,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-230053303681902-2,16885,,Americans for Prosperity Arizona,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,,0,,https://www.facebook.com/230053303681902,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-278806658864439-3,5750,,Americans for Prosperity Illinois,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/278806658864439,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,24017,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-342013181836-3,6391,,Americans for Prosperity - Virginia,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/342013181836,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,5453,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-103713589662356-3,22220,10/4/2022,Americans For Prosperity - Nevada,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",501c,0,,https://www.facebook.com/103713589662356,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-52037285416-4,7518,,Americans for Prosperity - Texas,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/52037285416,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,53100,,501c,501c,,,C90013285,C90013285,Repub/Conser,Repub/Conser,Americans For Prosperity                          ,,,R,,, ,,NA,NA,,,,I,I,,,,,         ,         ,1.0,2020-01-20T22:36:03.023000,2020-01-20T22:36:03.023000,N,N,753148958,753148958,,,Republican/Conservative,Republican/Conservative,D000024046,D000024046,J1100,J1100,Americans For Prosperity                          ,Americans For Prosperity                          ,C,C,C,1,,1,,
pd-189044857936094-3,4298,,Americans For Prosperity - Alaska,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/189044857936094,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,20706,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-146716918692692-2,3009,,AFP-Wisconsin,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/146716918692692,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,3154,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-99490682474-2,16982,,Americans for Prosperity - Colorado,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/99490682474,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-1387400564843120-3,2759,,Americans for Prosperity - South Dakota,AMERICANS FOR PROSPERITY,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/1387400564843120,,0,,,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans For Prosperity                          ,16913,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,         ,NA,1.0,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-1155212867963791-2,1998,,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",,,,,0,,0,group,group,super PAC,0,,https://www.facebook.com/1155212867963791,,0,,,AMERICANS FOR PROSPERITY ACTION,AMERICANS FOR PROSPERITY ACTION,AMERICANS FOR PROSPERITY ACTION,AFP ACTION,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C00687103,REP,REP,PFB match,PFB match,Yes,0,,0,,0,,AMERICANS FOR PROSPERITY ACTION,Americans for Prosperity Action,15126,SuperPAC,SuperPAC,SuperPAC,NA,NA,C00687103,C00687103,Repub/Conser,Repub/Conser,Americans for Prosperity Action,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,I,NA,NA,NA,NA,         ,         ,NA,2020-01-20T22:36:03.023000,2020-01-20T22:36:03.023000,Y,Y,         ,         ,NA,NA,Republican/Conservative,Republican/Conservative,D000071113,D000071113,J1100,J1100,Americans for Prosperity,Americans for Prosperity,C,C,C,1,,1,,
pd-325778468178035-2,6254,,CVA_Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",,,,,0,,0,group,group,super PAC,0,,https://www.facebook.com/325778468178035,,0,,,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)","AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)","AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",AFP ACTION,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,,REP,REP,"Unclear, has a CRP org type","Unclear, has a CRP org type",,0,,0,,0,,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",Americans for Prosperity Action,25025,SuperPAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,,1,,
pd-1640974916008350-2,27133,11/11/2022,LIBRE Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",,,,,0,,0,group,group,,0,,https://www.facebook.com/1640974916008350,,0,,,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)","AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-265437600268127-1,16927,,AFP Foundation - New Hampshire,Americans for Prosperity Foundation,,,,,0,,0,group,group,,0,,https://www.facebook.com/265437600268127,,0,,,AMERICANS FOR PROSPERITY FOUNDATION,AMERICANS FOR PROSPERITY FOUNDATION,AMERICANS FOR PROSPERITY FOUNDATION,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-475532952525617-1,7284,,AFPF Colorado,Americans for Prosperity Foundation,,,,,0,,0,group,group,501c,0,,https://www.facebook.com/475532952525617,,0,,,AMERICANS FOR PROSPERITY FOUNDATION,AMERICANS FOR PROSPERITY,AMERICANS FOR PROSPERITY,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,C90013285,REP,REP,PFB match,PFB match,No,0,,0,,0,,AMERICANS FOR PROSPERITY,Americans for Prosperity Foundation,6092,NA,501c,NA,NA,NA,C90013285,NA,Repub/Conser,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,Americans for Prosperity                ,dedupe    ,NA,I,NA,NA,NA,NA,NA,         ,NA,NA,2020-01-20T22:36:03.023000,NA,N,NA,753148958,NA,NA,NA,Republican/Conservative,NA,D000024046,NA,J1100,NA,Americans For Prosperity                          ,NA,C,NA,C,2,,1,,
pd-108766601760186-1,28986,11/14/2022,Americans for Safe Drugs,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/108766601760186,,0,,,AMERICANS FOR SAFE DRUGS,AMERICANS FOR SAFE DRUGS,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-108766601760186-2,28437,11/11/2022,Americans for Safe Drugs,Americans for Safe Drugs,,,,,0,,0,group,group,,0,,https://www.facebook.com/108766601760186,,0,,,AMERICANS FOR SAFE DRUGS,AMERICANS FOR SAFE DRUGS,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
