"cid","ad_id","race","sponsor_type","total_spend","page_name","funding_entity","ad_creative_body","ad_creative_link_caption","ad_creative_link_title","ad_creative_link_description","asr_text","ocr_text","checksum","ad_snapshot_url"
"cid_2024_101295","x_446444404484276","senate","candidate",17997.5,"Sherrod Brown","FRIENDS OF SHERROD BROWN","[It’s Sherrod Brown and I’m personally asking if you’ll make a $15 donation right now so I can reach my $3 million goal before the FEC deadline.  I’m facing the toughest race of my life against Trump’s handpicked candidate, Bernie Moreno (R). Experts are saying Senate control will be decided here, and I simply can’t win without your support.   𝐈 𝐜𝐚𝐧’𝐭 𝐚𝐟𝐟𝐨𝐫𝐝 𝐭𝐨 𝐦𝐢𝐬𝐬 𝐭𝐡𝐢𝐬 𝐠𝐨𝐚𝐥, 𝐬𝐨 𝐩𝐥𝐞𝐚𝐬𝐞, 𝐰𝐢𝐥𝐥 𝐲𝐨𝐮 𝐜𝐡𝐢𝐩 𝐢𝐧 $𝟏𝟓 𝐨𝐫 𝐦𝐨𝐫𝐞 𝐧𝐨𝐰 𝐭𝐨 𝐡𝐞𝐥𝐩 𝐦𝐞 𝐰𝐢𝐧 𝐚𝐧𝐝 𝐤𝐞𝐞𝐩 𝐭𝐡𝐞 𝐒𝐞𝐧𝐚𝐭𝐞 𝐛𝐥𝐮𝐞?]","[secure.actblue.com]","[Official FEC Deadline: 11:59 p.m. on 9/30]","[These numbers go public soon, and we can’t afford to fall short.]","Sarah Brown here. I'm in the middle of the toughest, the most expensive Senate race in the country. We're being outspent nearly 2 to 1 by national Republicans and outside special interest group, Wall Street, oil companies, drug companies, because they know the truth. I'll always do the right thing for Ohioans. My Trump-endorsed opponent's already poured 4.5 million dollars of his own money into the race to defeat me. Polls show I'm losing my lead to my MAGA opponent. I need your help. Keep fighting back. Thank you so much. Okay.","Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. SHERR. BRO. Sherrod Brown. SHERR. here.. BROW. SHERR. BRO. RR. 2024 OHIO SENATE POLL. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERR. BRO. SHERR. I'm in the. BRO. middle of the. SHER. BRO. toughest,. BRO. IERR. 2024 OHIO SENATE POLL. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERRO. BROV. I'm in the. BRO. middle of the. SHER. BRO. toughest,. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. SHER. the most. BRO. SHERI. expensive. BRO. Senate race. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. BROV. SHER. the most. BRO. SHER. expensive. BRO. Senate race. BRO. IERR. 2024 OHIO SENATE POLL. BRO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. BRO. in the country.. SHERI. BRO. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROP. BROW. BRO. We're being. BRO. outspent. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. BRO. nearly 2 to 1. SHERR. BROW. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. BRO. by national. SHERR. BROW. Republicans. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. and outside. BRO. SHERR. special interests. BROW. groups -. SHERR. BRO. RR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. SHERR. and outside. BRO. SHERR. special interests. BROW. groups -. SHERR. BRO. RR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. SHERR. BRO. Wall Street,. SHERR. BROW. oil companies,. BRO. RR. 2024 OHIO SENATE POLL. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. SHERR. BRO. drug. SHERP. BRO. companies -. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. SHERR. BRO. because they. SHERROL. know the truth.. BROWN. BRO. RR. 2024 OHIO SENATE POLL. O. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. SHERR. BRO. I'll always do. SHERRO. the right thing. BROW. for Ohioans.. SHERR. BRO. 2024 OHIO SENATE POLL. O. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. BROW. SHER. BRO. I'll always do. SHERR. the right thing. BROW. for Ohioans.. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. BROW. SHER. BRO. I'll always do. SHERR. the right thing. BRO. for Ohioans.. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. SHER. BRO. My Trump. endorsed. SHERR. BROW. opponent's. SHERR. BRO. RR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. SHERR. BRO. My Trump. endorsed. SHERR. BROW. opponent's. SHERR. BRO. RR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. SHER. BRO. already poured. SHERR. BROW. $4.5 million. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. BRO. already poured. SHERR. BROW. $4.5 million. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. BRO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. BRO. of his own. SHERR. money into. BROW. the race. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. BROW. BRO. of his own. SHER. money into. BROV. the race. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. BROW. SHERR. BRO. to defeat me.. SHER. BROV. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROW. BRO. Polls show,. SHERR. BROW. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BRO. I'm losing. SHERR. BROW. my lead. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. BRO. to my MAGA. SHERRO. BROW. opponent.. SHERR. BRO. RR. 2024 OHIO SENATE POLL. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. BRO. I need. SHERRO. BROW. your help.. SHERR. BRO. RR. 2024 OHIO SENATE POLL. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. BRO. Keep fighting. SHERRO. back.. BROWN. SHERR. BRO. RR. 2024 OHIO SENATE POLL. O. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. BROWN. BRO. Keep fighting. SHERRO. back.. BROW. SHERR. BRO. RR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)
Sherrod Brown (D-Ohio). up against last. quarterly FEC deadline. in race that will decide. Senate control. Sherrod's. SHERROD. SHER. BRO. Thank you. SHERR. so much.. BROW. SHERR. BRO. ERR. 2024 OHIO SENATE POLL. RO. 45%. BROWN (D). 44%. PAID FOR BY FRIENDS OF SHERROD BROWN. MORENO (R)","a4ab2c58477864040ef18fb6759b21a03f7f277f08496154278035988850c868","https://www.facebook.com/ads/library/?id=446444404484276"
"cid_2024_101311","x_1429092984421348","senate","candidate",5099,"Sherrod Brown","FRIENDS OF SHERROD BROWN","[I’m grateful to have the support of so many Ohio veterans and servicemembers.  I will always fight to make sure they have the healthcare, benefits, and resources they earned.]","","[]","","","VETERANS. VETERANS
ANS. &. FOR SHERROD. SHERRODBROWN.COM. PAID FOR BY FRIENDS OF SHERROD BROWN
RANS. VETERANS &. SERVICEMEMBERS. FOR SHERROD. SHERRODBROWN.COM. FOR BY FRIENDS OF SHERROO BROWN
1865. UNION 1861 EX-PRISONERS OF WAR. COUNTY. FRANKLIN. ASSOCIATION. Jo. WE CAN NEVER FORGET. ORGANIZED AUG. 1880. No.. MOVED TO MEMORIAL JAN.27,1906.. OUR DEAD. D.. T.E.. John. MO. W.. A.J. Herris, J.T.. John H.. FR. S.N. Miller,W.F.. C.H. J.W.. Bowser, J.C.. Turney.J.B.. Scobie,D. Chrissinger. Sons of. Joy. GOVERNOR DENNISON
1865. OF WAR. 186. COUNTY. KLIN. ASSOCIATION. AN NEVER FORGET. JOSHUA. NIZED AUG. 1880. TO MEMORIAL BLOG. JAN.27,1906.. No.451 DI. E OUR DEAD. T.E.. ORGANIZ. Francis, H.D.. MOVED T. J.T.. John H.. FRIDAY. Gro.F.. J.C.. of. Winters,
271.. CLINTON. 21.. 73.. FRANKLIN. 5.. 189.. 9.. 12,. HAMILTON. 328.. 13. 17.. 27.. 253.. JACKSON. 37.. 14.. 240.. 19. JEFFERSON. 13.. 22.. 7.. MADISON. 267.. 17.. 32. II.. 21.. MIFFLIN. 17L. 5.. 9.. 20. MONTGOMERY. 3167.. 181.. 187.. 217.. 12. 14. 9.. 23.. 147.. NORWICH. 14.. 17.. 178.. PERRY. 22. 15.. 224.. PLAIN. 209.. PLEASANT. 12.. 210.. 17.. 19. 21. 17.. 2. PRAIRIE. 214.. 14. ON
SPANSE WAR ARMY UNITED. PORTO. ISLANDS. PHILIPPINE. CUBA
WAR. ARMY. PORTO. UNITED. ISLANDS. PHILIPPINE. CUBA
VETERAN","190314e977122217032d9b30603c2b0bffd9457c08b2cad88c1498a1083f228d","https://www.facebook.com/ads/library/?id=1429092984421348"
"cid_2024_101313","x_1518919852064538","senate","candidate",34749,"Sherrod Brown","FRIENDS OF SHERROD BROWN","","[truthaboutmoreno.com]","","","When things get busy, we stay late to finish the job. Make sure the shelves are stocked. Ohio workers earn their overtime. But Bernie Moreno ripped off his employees. A court ruled that he stole overtime and shredded evidence. How could we trust Moreno?","Real
Real Ohio
Real Ohio workers
Ohio workerseam their overtime
Ohio workers earn their overtime
INSIDER, 1/19/24
MORENO. TAKEN TO COURT. FOR WAGE THEFT. BUSINESS INSIDER, 1/19/24
ENO WAS FOUND LIABLE"""". THE HILL, 1/28/24. PAID FOR BY FRIENDS OF SHERROD BROWN
""""MORENO WAS FOUND LIABLE"""". THE HILL, 1/28/24. PAID FOR BY FRIENDS OF SHERROD BROWN
Can't trust Bernie Moreno. PAID FOR BY FRIENDS OF SHERROD BROWN","e00054c3bcdc4805f9b4f35100956264c3fdd4a374556f1b696e16dec16ebbae","https://www.facebook.com/ads/library/?id=1518919852064538"
"cid_2024_101315","x_1570160583600132","senate","candidate",9998.5,"Sherrod Brown","FRIENDS OF SHERROD BROWN","","[truthaboutmoreno.com]","","","Do I think Washington needs another thief like Bernie Marino? No, I don't think he's honest at all.","Madison. Hilliard. BERNIE MOREN. """"SUED E
Madison. Hilliard. BERNIE MORENO. """"SUED FOR WAGE THEFT"""". BUSINESS 1/10/24. PAID FOR BY FRIENDS OF SHERROD BROWN
Madison. Hilliard. BERNIE MORENO. """"SUED FOR WAGE THEFT"""". BUSINESS INSIDER, 1/19/24. PAID FOR BY FRIENDS OF SHERROD BROWN
E. M. BERN. BERNIE MORENO. IS OUT FOR HIMSELF. PAID FOR BY FRIENDS OF SHERROD BROWN
E. M. BERNIE MORENO. IS OUT FOR HIMSELF. PAID FOR BY FRIENDS OF SHERROD BROWN
M. BERNIE MORENO. IS OUT FOR HIMSELF. PAID FOR BY FRIENDS OF SHERROD BROWN","62f8750b0477fd902039724209ae8f36a072e71cf6cc47308f9abb85a7baf4db","https://www.facebook.com/ads/library/?id=1570160583600132"
"cid_2024_101326","x_2102912670103970","senate","candidate",41897.5,"Sherrod Brown","FRIENDS OF SHERROD BROWN","","[sherrodbrown.com]","","","Our government spent millions on American flags made in China. You don't have to work in a flag factory to know that's wrong. But that's what we do. Cheryl Brown made sure your tax dollars go to American made flags. It's just coming to that.","Our government spent millions on. American flags made in
Our government spent millions on. American flags made in China
Our government spent millions on. American flags MADE in China
You don't have to work in a. flag factory to know that's wrong
COSHOCTON,
COSHOCTON, OHIO
SENATE PASSES SENATOR. SHERROD. REQUIRING FEDERAL
SENATE PASSES SENATOR. SHERROD BROWN'S BILL. REQUIRING FEDERAL GOVERNMENT TO. BUY FLAGS MADE IN THE USA
COSHOCTON. The. Made. in the. USA. City. SENATE PASSES SENATOR. SHERROD BROWN's BILL. REQUIRING FEDERAL GOVERNMENT. BUY FLAGS MADE IN USA. PAID FOR BY FRIENDS OF SHERROD BROWN
COSHOCTON. The. Made. in the. USA. City. SENATE PASSES SENATOR. SHERROD BILL. REQUIRING FEDERAL GOVERNMENT TO. BUY FLAGS MADE IN THE USA. PAID FOR BY FRIENDS OF SHERROD BROWN
SHEN. OWN. PAID FOR BY FRIENDS OF SHERROD BROWN
SHERROD. BROWN. PAID FOR BY FRIENDS OF SHERROD BROWN","473ac6b04682d2a4f53bdaa133331feb4a47d99162abed5bbca1907e323b5150","https://www.facebook.com/ads/library/?id=2102912670103970"
"cid_2024_101348","x_1075564174576288","senate","candidate",5649,"Jon Tester","MONTANANS FOR TESTER","[Republicans across Montana are supporting our campaign because they know that our values and way of life are at stake. Wealthy outsiders like Tim Sheehy are pricing Montanans out and his plan to sell off our public lands, drive up health care costs, and close our rural hospitals threatens our way of life. I will never stop defending Montana.]","[jontester.com]","[]","","","PAID FOR BY MONTANANS FOR TESTER
TIM SHEEHY. WEALTHY. PAID FOR BY MONTANANS FOR TESTER
TIM SHEEHY. WEALTHY OUT-OF-STATER. DRIVING UP HOUSING COSTS FOR MONTANANS. PAID FOR BY MONTANANS FOR TESTER
JON TESTER. THIRD-GENERATION FARMER. PAID FOR BY MONTANANS FOR TESTER
JON TESTER. DEFENDING. PAID FOR BY MONTANANS FOR TESTER
JON TESTER. DEFENDING MONTANA'S WAY OF LIFE. PAID FOR BY MONTANANS FOR TESTER","6281a8529cdf7877ba52c054a9dce70342aadd8b3f4bed7e912f138177417b60","https://www.facebook.com/ads/library/?id=1075564174576288"
"cid_2024_101351","x_1174521850275324","senate","candidate",27499.5,"Jon Tester","MONTANANS FOR TESTER","[The Montana we love is on the ballot in this election. Request your absentee ballot today, and let’s keep fighting to defend our rights, freedoms, and our Montana way of life.]","[iwillvote.com]","[Request Your Absentee Ballot!]","","I'm voting for John Tester to defend Montana's way of life. I'm voting for John Tester to protect our rights and freedom. Now, I need you to go long and vote.","I'M
NFL. I'M VOTING FOR. JON TESTER
I'M VOTING FOR. JON TESTER TO DEFEND. MONTANA'S
I'M VOTING FOR. JON TESTER TO DEFEND. MONTANA'S WAY OF LIFE
TESTE
I'M VOTING FOR. JON TESTER
I'M VOTING FOR. JON TESTER. TO PROTECT. OUR RIGHTS
I'M VOTING FOR. JON TESTER. TO PROTECT. OUR RIGHTS. AND FREEDOMS
TURN OUT
TURN OUT TO VOTE FOR
TURN OUT TO VOTE FOR. JON TESTER. PAID FOR BY MONTANANS FOR TESTER
REQUEST YOUR -. PAID FOR BY MON NANS FOR TESTER
JON TESTER. REQUEST YOUR ABSENTEE BALLOT. TODAY. PAID FOR BY MONTANANS FOR TESTER","0ed55247aa052d89bb7224f36c85c273252ac6a5f8658090b0d8cd3eecd2866f","https://www.facebook.com/ads/library/?id=1174521850275324"
"cid_2024_101354","x_1459667271349882","senate","candidate",21998,"Jon Tester","MONTANANS FOR TESTER","[I’ll take on anyone to defend Montana’s way of life. Whether it’s bureaucrats in Washington trying to enact more dumb regulations or President Biden and Democrats trying to give people even more money without anything in return. I’m fighting to lower costs for Montana families.]","[jontester.com]","[]","","Everything is too expensive, but I'm fighting back. I voted to force Biden to expand drilling to lower energy prices. And I said no way to Democrats wanting to give people even more money without requiring anything in return. I'll defend Montana with all I've got.","THIRD GENERATION DIRT FARMER. JON TESTER. Everything is too expensive,
I'M FIGHTING. THIRD GENERATION DIRT FARMER. JON TESTER. BIG SANDY, MT
I'M FIGHTING. BACK. THIRD GENERATION DIRT FARMER. JON TESTER. BIG SANDY, MT
RESET TO ZERO. Tuthill. TESTER. ration. Indiana. TOTAL. - -
TESTER """"PUSHING FOR MORE. DOMESTIC OIL PRODUCTION""""
TESTER """"PUSHING FOR MORE. DOMESTIC OIL PRODUCTION"""". WILLISTON HERALD. 3/2/22
CASE de. TESTER """"PUSHING FOR MORE. DOMESTIC OIL PRODUCTION"""". WILLISTON HERALD. 3/2/22. And
And I said no way to Democrats
""""TESTER SAYS. wanting to give people even more money
""""TESTER SAYS. НЕ DISAGREES WITH. FELLOW DEMOCRATS"""". wanting to give people even more money
""""TESTER SAYS. НЕ DISAGREES WITH. FELLOW DEMOCRATS"""". THE HILL, 6/17/21. without requiring anything in. PAID FOR BY MONTANANS FOR TESTER
""""TESTER SAYS. DISAGREES WITH. FELLOW DEMOCRATS"""". THE HILL, 6/17/21. without requiring anything in return.. PAID FOR BY MONTANANS FOR TESTER
JON. T. I'll defend Montana with all I've got.. PAID FOR BY MONTANANS FOR TESTER
JON. TESTER. .S. SENATE. I'll defend Montana with all I've got.. PAID FOR BY MONTANANS FOR TESTER","729c7640ae73db29cbc99269754add5b0889ae747af1ab12e23cb53763806d04","https://www.facebook.com/ads/library/?id=1459667271349882"
"cid_2024_101357","x_1944466132724020","senate","candidate",3249.5,"Jon Tester","MONTANANS FOR TESTER","[A good job should not require a college degree. I fought to protect access to job training needed to get a good-paying job. Because Montanans deserve to make a living that lets them stay in Montana.]","[jontester.com]","[]","","A good job should not require college degree. John Tester gets it. John fought to save the Ancona job corps, so we can get the job training we need to build a career and afford to stay in Montana. John doesn't care about politics, he only cares about fighting for Montana.","A good job should not require
a college degree.
WBHC. CATTLE CO.. ARC. ELECTRIC. Jon Tester gets it.
Jon Tester gets it.
NEWS MONTANA NEWS. Sen. Tester looking to keep. Montana Job Corps centers open. By: MTN News. 10:58 AM May. Jon fought to save the. Job Corps ts to save. Montana's job corps programs by sponsoring a new bill.. The measure prevents the closure or transfer at the Anaconda and. Trapper Creek Job Corps Civilian Conservation centers in Darby,
NEWS MONTANA NEWS. Sen. Tester looking to keep. Montana Job Corps centers open. MTN News. Posted AM May. Jon fought to save the. Job Corps to save. Montana's job corps programs by sponsoring a new bill.. The measure prevents the closure or transfer at the Anaconda and. in
JON TESTER. FIGHTING FOR JOBS. THAT DON'T REQUIRE. A COLLEGE DEGREE. e. so we can get the job training
JON TESTER. FIGHTING FOR JOBS. THAT DON'T REQUIRE. A COLLEGE DEGREE. e. we need to build a career
JON TESTER. FIGHTING FOR. e. we need to build a career
JON TESTER. FIGHTING FOR. MONTANA WORKERS. e. and afford to stay in Montana.
JON DOESN'T. CAREAB. PAID FOR BY MONTANANS FOR TESTER
JON DOESN'T. CARE ABOUT. POLITICS. PAID FOR BY MONTANANS FOR TESTER
JON. TESTE. PAID FOR BY MONTANANS FOR TESTER
JON. TESTER. DEFENDING MONTANA.. PAID FOR BY MONTANANS FOR TESTER","411931a70b1226b9368a38b8d63f0df0a1d24bbb002e2bc11547b956811ffe0c","https://www.facebook.com/ads/library/?id=1944466132724020"
"cid_2024_101363","x_522066290691942","senate","candidate",2749.5,"Jon Tester","MONTANANS FOR TESTER","[The Montana we love is on the ballot in this election. Make your plan to vote by November 5th, and let’s keep fighting to defend our rights, freedoms, and our Montana way of life.   Find your polling place: iwillvote.com/mt]","[iwillvote.com]","[Vote by November 5th!]","","I'm voting for John Tester to defend Montana's way of life. I'm voting for John Tester to protect our rights and freedom. Now, I need you to go long and vote.","I'M
JON TESTER. I'M VOTING FOR. Dilson. NFL
I'M VOTING FOR. JON TESTER TO DEFEND. MONTANA'S
I'M VOTING FOR. JON TESTER TO DEFEND. MONTANA'S WAY OF LIFE
TESTE
I'M VOTING FOR. JON TESTE. TEST
I'M VOTING FOR. JON TESTER. TO PROTECT. OUR RIGHTS
I'M VOTING FOR. JON TESTER. TO PROTECT. OUR RIGHTS. AND FREEDOMS
TURN OUT
TURN OUT TO VOTE FOR
TURN OUT TO VOTE FOR. JON TESTER. PAID FOR BY MONTANANS FOR TESTER
VOTE ON. PAID FOR BY MON NANS FOR TESTER
JON TESTER. VOTE ON ELECTION DAY. NOVEMBER STH. PAID FOR BY MONTANANS FOR TESTER","2ae5e0f6deeefab064906970c563ef77d3e4153e155bf5cc37a8358025ecbd9a","https://www.facebook.com/ads/library/?id=522066290691942"
"cid_2024_101367","x_998884438589352","senate","candidate",4749.5,"Jon Tester","MONTANANS FOR TESTER","[Here in Montana, we cherish our freedoms. Sheehy would let politicians ban abortion with no exceptions, even in Montana. We must stop Tim Sheehy from taking away women’s reproductive freedom.]","[jontester.com]","[]","","I'm a Republican and I cherish our freedoms. That's why I just can't vote for Tim Shihe. Shihe wants to let politicians interfere with our personal healthcare decisions. Tim Shihe has no place telling us what to do with our own bodies.","I'M
KAYLEIGH. MONTANA REPUBLICAN. I'M A REPUBLICAN AND
KAYLEIGH. MONTANA REPUBLICAN. CHERISH OUR FREEDOMS.
That's why I just. can't
That's why I just. can't vote for Tim Sheehy
Tim Sheehy:. Let Politicians and. Government Bureaucrats. Interfere in Health Care. Decisions
Tim Sheehy has no place
Tim Sheehy has no place. PAID FOR BY MONTANANS FOR TESTER
with. PAID FOR BY MONTANANS FOR TESTER
with our own bodies.. PAID BY MUNIANANS HIR
STOP. TIM SHEEHY. PAID FOR BY MONTANANS FOR TESTER","aa1c881cfe5d034048b36d22147e15b8c6eb54f2b89f4e42a87f9790e540d929","https://www.facebook.com/ads/library/?id=998884438589352"
"cid_2024_101386","x_1338053167181500","house","candidate",2749.5,"Debbie Wasserman Schultz","DEBBIE WASSERMAN SCHULTZ FOR CONGRESS","[URGENT: Return your ballot today!  Your ballot must be received by Election Day, November 5th at 7:00 PM to count.  A vote-by-mail ballot can be returned by mail or delivered in person at an early voting site.   Make your vote count!]","[debbiewassermanschultz.com]","[VOTE BY MAIL for Congresswoman Debbie Wasserman Schultz]","[Your ballot must be received by 7:00pm on November 5th]","","URGENT!
RETURN YOUR BALLOT TODAY. TO ENSURE IT ARRIVES BY. ELECTION DAY ON NOVEMBER 5
YOU BALLOT MUST BE RECEIVED BY. 7PM ON ELECTION DAY. MAKE YOUR. VOTE COUNT!. DEBBIE. WASSERMAN. SCHULTZ. FOR CONGRESS. ELECTION DAY. NOVEMBER 5
YOU BALLOT MUST BE RECEIVED BY. 7PM ON ELECTION DAY. MAKE YOUR. VOTE COUNT!. DEBBIE. WASSERMAN. SCHULTZ. FOR CONGRESS. ELECTION DAY. NOVEMBER 5. DAD. CIA. THANK
DIGNIDAD. YOU BALLOT MUST BE RECEIVED BY. 7PM ON ELECTION DAY. FEN. MAKE YOUR. MAJ. VOTE COUNT!. DEBBIE. WASSERMAN. SCHULTZ. FOR CONGRESS. ELECTION DAY. NOVEMBER 5. DAD. CIA. ENDORSED BY. THANK. SunSentinel","9559612437545343e85829732708335ce95498cf3ee40cda1bb39655d8531770","https://www.facebook.com/ads/library/?id=1338053167181500"
