"cid","ad_id","race","sponsor_type","total_spend","advertiser_name","ad_text","asr_text","ocr_text","checksum","ad_url"
"cid_2024_6128","CR01501016955996340225","house","candidate",61500,"Missy for Congress","","ATI Choice Jen kiggins and her magga teammates want to ban abortion we all want the same thing Missy cter smle is the teammate we need a US Navy veteran and Mom Missy fights for one team and that's Coastal Virginia","GREAT AGN
8.19.23 Speech; 13NEWSNOW,9.15.22
SAV
SAME THINGS""""
Missy Cotter Smasal
Anti-choice Jen Kiggans and her MAGA teammates
Missy fights for one team and that's Coastal Virginia.
JEN KIGGANS
NOT IMPLY ENDORSEMENT BY ANY MILITARY DEPARTMENT OR THE DEPARTMENT OF DEFENSE.
Missy Cotter Smasal is the teammate we need.
FOR CONGRESS
For Congress
PAID FOR BY MISSY FOR CONGRESS. APPROVED BY MISSY COTTER SMASAL.
want to ban abortion.
Mom
NATIONAL ABORTION BAN
MAKE AMD
A5
""""WE ALL WANT THE
TTER
MAKE AMN
8.19.23 Speech; 13NEWSNOW, 9.15.22
Navy Veteran
***** COTTER SMASAL
MISSY
US NAY
8.19.23 Speech: 13NEWSNOW, 9.15.22
MAKE AM
GREAT
MAKE AMIN
USE OF MILITARY RANK, JOB TITLES, AND PHOTOGRAPHS OF INDIVIDUALS IN UNIFORM DOES","e373bb5b271e53200adc8d6c4ddb070ad60d85d125ef44b16911dc893a8838bd","https://adstransparency.google.com/advertiser/AR05824778125065584641/creative/CR01501016955996340225?political=&region=US"
"cid_2024_6131","CR07374459689045590017","house","candidate",11250,"Missy for Congress","","Jen kiggins and her Mega extremist allies are steering Coastal Virginia into Dangerous Waters opposing abortion 100% a total ban no exceptions I'm Missy cter smle in the Navy I steered warships to protect our freedoms in Congress I'll put our military and Veterans first stand up to my party when they're wrong and stop kigin from passing a National Abortion ban I'm Missy kter smle and I approve this message because together we'll take the helm and steer us back on","AY
AV
COTTER SMASAL
MAKE AMA
HAKKAMERICA
Bipartisan Leader
TAYLOR GREENE
GREAT AGAN
45
us. MAY
MAKE AMERICA
uSmasal
Missy Cotter Smasal
GREAT
ORAT AGAIN
GREAT AGAI
US NAY
STOP KIGGANS
PAID FOR BY MISSY FOR CONGRESS, APPROVED BY MISSY COTTER SMASAL.
SMITHFIELD TIMES. 6.7.22
AMERICA
RAT AGAIN
Military & Veterans First
PAID FOR BY MISSY FOR CONGRESS. APPROVED BY MISSY COTTER SMASAL.
MAKE A
AGAIN
MARJORIE
RAV
CREAT AGAIN
HL51T
GREAT AGIN
13NEWSNOW. 9.15.22
GREAT AGN
CTTER
PAT AGAIN
Us. NAV
GREAT AGIAE
CREAT AGAN
U.S. NAY
MAKE
MAKEAMERICA
OPPOSING ABORTION """"100%""""
US. NAV
AM
us. NAV
MISSY
JEN KIGGANS
MAKE AM
AMO
REAT AGAIN
U.S. Navy Veteran
USE OF MILITARY RANK, JOB TITLES, AND PHOTOGRAPHS OF INDIVIDUALS IN UNIFORM DOES
GREAT AGA
GREAT AGAIN
GREAT AGE
NOT IMPLY ENDORSEMENT BY ANY MILITARY DEPARTMENT OR THE DEPARTMENT OF DEFENSE.
RA
***** COTTER SMASAL
NO EXCEPTIONS
TTER
EAT AGAIN
GREAT AGI
NATIONAL ABORTION BAN
FOR CONGRESS
CAT AGAIN
WAKE AMBRICA
AGAN
MAKE AMBRICA","d20e3c7899b4ed2b3bfd5525b41d623ef21b60806180828f8d02bd01e665a904","https://adstransparency.google.com/advertiser/AR05824778125065584641/creative/CR07374459689045590017?political=&region=US"
"cid_2024_6194","CR12105381696191332353","house","candidate",5500,"DON BACON FOR CONGRESS","","hi it's Don even though I created turbulence to my own party I departed from the gridlock and I crossed the aisle to support critical infrastructure like expanding our airport and improving North 24 Street for Nebraska I work","PANDEGREY ON BACON FOR CONCHES
""""BACON NAMED MOST EFFECTIVE O
- DON BACON
UNM BAGNM
DON BACON
""""BACON NAMED MOST EFFECTIVE
REPUBLICAN LAWMAKER""""
- Center for Effective Lawmaking, 3/22/24
PAID FORBY DON BACON FOR CONCRES
PAID FOR BUY ON BACON FOR CONCARES
PAID FORBY DONALDIN FCHCONGRES","44484e4c630bdc0c6e7bdd752d1d509735f9566ce2de44b328eed51dcbed483c","https://adstransparency.google.com/advertiser/AR05935459123045859329/creative/CR12105381696191332353?political=&region=US"
"cid_2024_6195","CR04347332928842235905","house","candidate",8900,"DON BACON FOR CONGRESS","","every month it is harder for Working Families to pay the bills and fill the fridge Americans are poor today than four years ago because this Administration took care of their liberal friends and left their Braska families behind my opponent supports the Reckless liberal agenda that caused the worst inflation in 40 years I voted against all of that junk I'll put more money in your pocket by loaning taxes on Social Security tips and overtime and I work every day to restore the American dream I am Don bacon and I approve this","BE IHANKE
TAXES
NO
TIPS
BE THANHE
DON
ACON
ON
BE THANKEU
SECURITY
SOCIAL
DON ANKE
OVERTIME
BE THANK
BE THANKE
BE THA
ff
CONGRESS
BACON.
DONI ANKUL
THANK
LCON
BACON
BE THANKEUL","705f060e421ad7ba79aadaaf45aa11ee9a33425ef7ef532720e32f4498539e41","https://adstransparency.google.com/advertiser/AR05935459123045859329/creative/CR04347332928842235905?political=&region=US"
"cid_2024_6214","CR15191655859777175553","house","candidate",5500,"DON BACON FOR CONGRESS","","Washington Democrats brought us the highest inflation in 40 years groceries gas housing child care and car insurance are totally unaffordable putting the American dream on hold for too many working families and taxing Tony Vargas would make it worse Vargas voted to increase income tax sales tax even voted to create a new agency that could further raise property taxes Nebraskans can't afford taxing Tony Vargas I am Don bacon and I approve this message","Vargas proposal would also adjust
RATE
WASHINGTON FREE BEACON
tax reduction orny. The bill, he
ony Vargas
BILL IN 2019 THAT WOULD GIVE
OMAHA WORLD-HERALD 1/24/19
LB 492 would give new property tax authority to a new local unit of government known as the
said, is estimated to genera Sr
NEBRASKANS
middle-income ies, delivering a
DON
Taxin Tonya
said, is estimated to generales
NEBRASKANS CANT
in 40 years
[TONY VARGAS INTRODUCED A
INCOME TAX
tax reduction pany. The bill, he
INCREASE
AFFORD
HIGHEST STATE
FOR ALL RESIDENTS OF
OR
LIGHEST İNFLATION
According to officials, Nebraska lawmakers have overrode
NEBRASKANS CAN
PADEDA BY DON BACON FOR CONGRES. APPROVED BY DON BACON
PADFOR BY DON BACONFOR CONCHES. APPROVED BY DON BACON
BY DON BACON FOR CONCAESS. APPROVED BY DON
PAID FOR BY DON BACON FOR CONGRES. APROVED BY DON BACON.
ON BACON FOR CONGRES. APPROVED BY DON BACON
PAID OR BY DONBACON OR CONGRESS. APPROVED BY DON BACON
Taxin' Tony
MAKETT
middle-income N delivering a
FThe American Dream is
Taxin Tony
S1 MILLION,
ON","77c3a524332bb26316679ce05ce42fed8c5b167384ff9c9ed753e40d30daf70a","https://adstransparency.google.com/advertiser/AR05935459123045859329/creative/CR15191655859777175553?political=&region=US"
"cid_2024_6451","CR07007574923967201281","house","candidate",5000,"Angie Craig for Congress","","I'm Angie Craig and I approve this message we are facing a fentanyl epidemic I know because I lost my son to it so it burns me up when a weak prosecutor like Joe TB lets a convicted felon off easy and he's back out on the streets dealing this poison and then that same person gets arrested again for dealing fenol tab even let child abusers off easy with little or no jail time Joe TB has failed families like mine","Plea Deals for TOT
CONTAINING PURE FENTANT
CONTAINING PURE FENTANYLE
""""man arrested on multiple
C
om
CONTAINING PURE FENTANYES
JOE TEIRAB
CONTAINING PURE FENTANYL
AMPROVEUIBYANGIE URA PAID FOR BY ANGIE CRAIG FOR CONGRESS.
PHRATBIANGIE CRAIG PAID FOR BY ANGIE CRAIG FOR CONGRESS.
FAI
IT T期T T
FAILED US
CONTAINING PURE FENTANY!
APPROVEUBYANGIE CRACC PAID FOR BY ANGIE CRAIG FOR CONGRESS:
APEROMTBYANGIE CRAIR PAID FOR BY ANGIE CRAIG FOR CONGRESS.
Joe Teirab
narcotics charges was affiliated
BYANIGIE HAL PAD FOR BY ANGIE CRAIG FOR CONGRESS.
Irm T T
FAILED
CONTAINING PURE FENTANTE
Plea Deals for Tor
APPROVED BY ANGIE CRAIG. PAID FOR BY ANGIE CRAIG FOR CONGRESS
for
Joe Te
h Maing
SOUTHERN MINNESOTA NEWS
for Drug Dealers
HASTINGS, MN
APPROVED BY ANGIE CRAIG PAID FOR BY ANGIE CRAIG FOR CONGRESS.
CON AINING PURE FENTANYL
CONTAINING PURE FENTAN
Plea Deals
ICE
APPROVED BYANGIE CRAG. PAID FOR BY ANGIE CRAIG FOR CONGRESS.
HAN
HOLBRAUN PAIO FOR BY ANGIE CRAIG FOR CONGRESS.
Plea Deals forto
PHERABYANGIE RAG PAID FOR BY ANGIE CR","e22fc91ee8a41cbeebcc4e9d5a215396cf0e79d4057c0798b8bf5d24560c202a","https://adstransparency.google.com/advertiser/AR06199057140200505345/creative/CR07007574923967201281?political=&region=US"
"cid_2024_6452","CR07448820210187894785","house","candidate",3750,"Angie Craig for Congress","","I'm Angie Craig and David's got something to say I've earned my Social Security and I really depend on it I'll always protect it I wrote a bill to stop seniors from paying federal taxes on Social Security finally somebody gets it you know who doesn't Joe tayb he wants to raise the retirement age and cut Social Security that guy's a fraud I'm Angie Craig and I approve this message me too because the only one I'll ever fight for is you a I know","DAVID
-DAVID
JOE TEIRAB
ANGIE CRAIG
KMSP NEWS
""""ELIMINATE FEDERAL TAX
APPROVED BY ANCIE CRNIG, PAID FOR BY ANCIECHAG FORLONGRESS.
APROVED BY ANGIE CRAIG, PAID FOR BY ANGIE CRAIG FOR CONGRESS.
APPROVED BY ANGIE CRAIG. PAID FOR BY ANGIE CRAIG FOR CONGRESS.
FIGHTING FOR MINNESOTA
ON SOCIAL SECURITY""""
RETIREMENT AGE IS GOING TO BE""""
APPROVER RY ANGIE CHANSG PAID FOR BY ANGIE CRAIG FOR CONGRESS:
APPROVED BY ANGIE CRAIG, PAID FOR BY ANGIE CRAIG FOR CONGRESS.
CUT SOCIAL SECURITY
""""YOU HAVE TO CHANGE WHAT THE
APPROVED BY ANGIE CRAIG. PAID FOR BY ANGIE CRAIG FOR CONGRESS
YOU HAVE TO CHANGE WHAT THE
PUNCHBOWL NEWS","f82b09edb60a9f7f1815b9aa20b73914b2592ccf9165f65a058019ddad174151","https://adstransparency.google.com/advertiser/AR06199057140200505345/creative/CR07448820210187894785?political=&region=US"
"cid_2024_65","CR01839040966774751233","senate","candidate",60950,"FRIENDS OF DAVE MCCORMICK","","three high schoolers die from fentanyl every day as a sheriff I see it as a father it happened to me it was all fentanyl I couldn't keep them from it we can't bring back the people we've lost but we can get rid of the weak politicians like Bob Casey who let it","PAID FOR BY THE MASC AND FRIENDS OF DIANE MCORMICK. APPROVED BY DAVE MCCORMICK
PAID FOR BY THE NASC AND FRIENDS OF DAVE MCORMICK. APPROVED BY DAVE MCCORMICK
CON
SHERIFF JIM OTT
SWERIFES
BLAIR COUNTY
HERIFFS
GOUNY
INTRORITY
A
PAID FOR BY THE WASC AND FRIENDS OF DAVE MCCORMICK. APPROVED BY DAVE MCCORMICK
OFFICE
SNERIFES
COUNTY
NTRORITY
PAID FOR BY THE NASC AND FRIENDS OF DAVE MUCORMICK. APPROVED BY DAVE MCCORMICK
TBORITY
LA
COUNT
UNTRORIT
UNTRORITY
PAID FOR BY THE WRSC AND FRIENDS OF DAVE MCCORMICK. APPROVED BY DAVE MCCORMICK.","573f91578162cc9588d2b097ebb878acad61491265a275eef365170faa0736d5","https://adstransparency.google.com/advertiser/AR18145382539424956417/creative/CR01839040966774751233?political=&region=US"
"cid_2024_6691","CR04525968383983747073","senate","candidate",12500,"HOGAN VICTORY FUND","","I'm Larry Hogan and I approve this message like you I'm fed up with all the political BS you know me you know my proven record of Reaching Across the aisle to find Common Ground I'm not just another Republican I'll make your life more affordable and support a woman's right to choose you know I have the courage to put people over politics and Country over party and I'll be the same strong independent leader I've always been join us I'm asking for your trust and your vote","the political
and support a
fed up
leader I've
and country
Like
I'll make your
FOR MARYLAND
You
people over
JOIN
LarryHogan.com/Donate Now
I'm ot just
FOR U.S. SENATE
I'm aot just
Republican.
Like you, I'm
HOGAN
""""life more
JOIN US
and support
of reaching
to choose.
LarryHogan.com/DonateNow
independent
I'm o0 just
common
affordable
DONATE
across
Youknow
courage
fed up with all
aisle
""""over party..
BS.
across the
""""over party...
I'm not just
APPROVED BY LARRY HOGAN. PAID FOR BY HOGAN VICTORY FUND
L rry Hogan
same strong,
to put
You know me.
And I'll be the
APPROVED BY LARRY HOGAN PADA
Governor
woman's right
You know my
Like you,
TODAY
another
Thave the
Larry Hogan
ground.
always been:
APPROVED BY LARRY HOGAN PAID FOR BY HOGAN VICTORY FUND
APPROVED BY LARY HOGAN, PAID FOR BY HOGAN VICTORY FUND
proven record
You know
to find","ef4528f30fc1f84c178a10269c74ae3dc27a50a07b6203f662f9f060f7410f33","https://adstransparency.google.com/advertiser/AR06369867250828050433/creative/CR04525968383983747073?political=&region=US"
"cid_2024_6693","CR07981581972356988929","senate","candidate",32500,"HOGAN VICTORY FUND","","as a Prince George's County Police Officer under Angela alsoo Brooks here's what you should know alsoo Brooks wanted to remove security from our schools and cut police funding she released violent criminals and drug dealers murders have doubled carjackings are up 500% she would abolish cash baill letting more violent criminals Go free Larry Hogan he has our backs and that's why Maryland police unanimously endorsed him join our team by donating today I'm Larry Hogan and I approved this message","www. LARRYHOGAN COM
P
ENDORSES HOGAN
OL
APROVED BY LARY HOGAV. PAIDFORBY HOGAN VOTORY FAND
ATION
THE WASHINGTON EXAMINER, 8/14/24
REDUCE SCHOOL SECURITY
-PRINCE GEORGE'S COUNTY POLICE DEPT.
ANGELA ALSOBROOKS:
LarryHogan.com/DonateNow
OAPROVED BY LARY HOGAV. PAID BY HOGAN VOTORY FAND
PRINCE
HOGAN
FOR MARYLAND
MPRIVED BY LARRY HOGAN PADOR BVHOGAN VITORY FIND .
HO
- THE DIAMONDBACK, 4/15/21
NEIGHBORHOOD
APROVED BY LARY HOGAV. PAD FORBY HOGAN VIGILRY FIND
DONATE TODAY
-WJLA, 5/31/16
20 YEARS.
WATCH
MURDERS HAVE DOUBLED
ATE
CAPITAL NEWS SERVICE, 3/30/17
CARJACKINGS UP NEARLY 500%
www.LARRYHOGANCOM
SOAPROVED BY LARY HOGAV. PADF RBY HOGAN VOTORY FAND
E J
LarryHlogan.com/DonateNow
SOAPROVED BY LARY HOGANL PAD FOR BYHOGAN VICTORY FUND
POLICE OFFICER
MARYLAND FRATERNAL ORDER OF POLICE
PO
MAPROVED BY LARY HOGAN. PAD FOR BYHOGAN VIETURYFUND.
- THE WASHINGTON POST, 5/11/22
THE WASHINGTON POST, 5/11/22
CUT POLICE FUNDING
PROVADBY LARY HOGAN PAD FOR BY HOGAN VITORY FIND
THE DIAMONDBACK, 4/15/21
PRINCE GEORGE'S COUNTY
""""TION","4eccb5dd4ab19da332fadaa82f71fad369eb4c5a998f730f9074277a01046796","https://adstransparency.google.com/advertiser/AR06369867250828050433/creative/CR07981581972356988929?political=&region=US"
"cid_2024_6695","CR14455702149771821057","senate","candidate",45000,"HOGAN VICTORY FUND","","Under Fire for not paying her taxes Angela also Brooks has resorted to lying about Larry Hogan as Governor Larry Hogan upheld Maryland law on Choice funded Planned Parenthood provided over the counter birth control and Hogan is committed to reinstating row as the law of the land I'm Larry Hogan and I approve this message because no one should come between a woman and her doctor stand with Governor Hogan and the truth join our team by donating today","Maryland has become the irs state to enact legislaton to mitigate any federal cuts to Planned
NBC NEWS
The
NO ONE
May 10 206 at 414 ED
May 10, 2016 at 4:14 pm EDT
eNow
The m acted hurday ar Go Lary Hon dea
BETWEEN A WOMAN
APPROVED BY LARRY KOGAN. PAID FOR BY HOGAN VICTORY FUND
show
TR O
The Washington Post
SHOULD COME
TEXT JOIN TO 78767
UPHELD MARYLAND
tax deductions on
LarryHogan.com/Donate Now
Hogan signs bill to make birth control cheaper
FOR MAR
NO N
improperly claimed
- September 22, 2024
HOGAN
LARRY
LarryHogan.com/Donate Now Mel estad
Maryland has byecome the tirst state to enarloaslatico mitigate any federal cuts to Planned
STAND
n
Governor
- 05/16/2024 The New Jork Times
APPROVED BY LARY HOGAN. PAID FOR BY HOGAN VICTORY FUND
Maryland has become therins.state to ene legstatn tommtigate any federal cuts to Planned
APROVED BY LARY HOGAN. PAID FOR BY HOGAN VICTORY FUND
TSC S
""""UPHELD MARYLAND
HOGAN BACKS
APPROVED BY LARY HOGAN, PAD FOR BY HOGAN VICTORY FUND
VSO
APROVED BY LARRY HOGAN. PAID FOR BY HOGAN VIC","87a003995551eed4843c9d35276231858f42564dbe11757421a058cd90b82176","https://adstransparency.google.com/advertiser/AR06369867250828050433/creative/CR14455702149771821057?political=&region=US"
"cid_2024_6699","CR00078486455705403393","house","candidate",17500,"TONY VARGAS FOR CONGRESS","","Los sacrificios de mis padres inmigrantes me dieron una vida mejor y siempre me enseñaron a devolver a la comunidad. Por eso me convertí en maestro y senador estatal y voté por dos de los recortes de impuestos a la propiedad más grandes. Y finiqué completamente nuestra educación pública. En el Congreso aprobaré un recorte de impuestos para la clase media y bajaré los costos de vida. Soy Tony Vargas y apruebo este mensaje.","TONY
VARGAS
PARA EL CONGRESO
TOMSS
WAREH
PARA EL CONGRESO
TONY
VARGAS
PARA EL CONGRESO
Senador Tony Vargas
Profesor y Senador Estatal
Senador Tony Vargas
Profesor y Senador Estatal
Senador Tony Vargas
Profesor y Senador Estatal
Senador Tony Vargas
Voté por los dos mayores recortes de impuestos
Senador Tony Vargas
Voté por los dos mayores recortes de impuestos
Senador Tony Vargas
триги
Voté por los dos mayores recortes de impuestos
Senador Tony Vargas
Voté para financiar 100% de la educación
Senador Tony Vargas
Voté para financiar 100% de la educación
Senador Tony Vargas
Bajaré impuestos para la clase media
Senador Tony Vargas
Bajaré impuestos para la clase media
Senador Tony Vargas
Bajaré impuestos para la clase media
Senador Tony Vargas
Bajaré la costa de vida","39e8e0ea855148af9ac317fc2649df185272acc92e84cdb0d015ee5f0bef8bd8","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR00078486455705403393?political=&region=US"
"cid_2024_6700","CR14533595951529984001","house","candidate",57200,"TONY VARGAS FOR CONGRESS","","while Washington talks in circles I'll give it to you straight from rising cost to keeping our kids safe both parties need to do more I voted for two huge property tax cuts and for a $37 million increase for law enforcement and we'll fight for tougher border security","FOR CONLESS
CARAS
VARGAS
$37 Million for Law Enforcement
Largest Property Tax Cuts
AUS
Tougher Border Security
FOR CONGRESS
TONYS
FOR CONSRESS
TONY
FOR CON RES
FOR CONRS
APPROVED BY TONY VARGAS. PAID FOR BY VARGAS FOR CONGRESS
Senator Tony Vargas
APPROVED BY TONY VARGAS. PAID FOR BY VARGAS FOR CONGRESS.
FOR CONRES","0bf8e4986390b170c6d4678df222a7d01ecc6434bbbe83396bf6872e56eec638","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR14533595951529984001?political=&region=US"
"cid_2024_6701","CR14746229903930163201","house","candidate",206500,"TONY VARGAS FOR CONGRESS","","I voted for a $37 million increase for law enforcement because families are worried about keeping their kids safe my wife and I are too in Congress I'll work across the aisle for tougher border security and to stop the flow of fentel to Nebraska","SHEEP
ld
Cocks
Hany
EEP
in cold
aks and
Cocktai
ge in cold
FYL SHEEP
y
D
Cold
$37 Million Increase for Law Enforcement
Senator Tony Vargas
in Cold
Kad
Hancy
Cocktail
EL SHEEP
FIL SKEEP
inks and
APPROVED BY TONY VARGAS. PAID FOR BY TONY VARGAS FOR CONGRESS
Stop the Flow of Fentanyl
Tougher Border Security
APPROVED BY TONY VARGAS. PAID FOR BY TONY VARGAS FOR CONGRESS.
HEEP
L SHEEP","bd27cd2192af13157ce1a2e78fa3d9bbe0311111b66b655768e8dff142016605","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR14746229903930163201?political=&region=US"
"cid_2024_6705","CR05090140169701425153","house","candidate",54600,"TONY VARGAS FOR CONGRESS","","Don Bacon's lies get more outrageous by the day I passed a law to Crackdown on child abuse and voted to dramatically increase funding for law enforcement as a dad our kids safety is my top priority I'm Tony Vargas and I approve this","TONY
CE CONGRESS
TON
$37 Million Increase for Law Enforcement
FOR CONGRESS
VARGAS
on CONGRESS
APPROVED BY TONY VARGAS. PAID FOR BY VARGAS FOR CONGRESS.
Senator Tony Vargas
VOR CONGRESS
PONGONGRESS
TO
VO CONGRESS
CONGRESS
FOR GONGRESS
POR CONGRESS
CE GONGRESS
Cracked Down on Child Abuse
CO CONGRESS","1d2ccc32de84d89c369540237f9c0297bf1d18ce77f2902c4662ee4091269026","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR05090140169701425153?political=&region=US"
"cid_2024_6707","CR12656559676830253057","house","candidate",289500,"TONY VARGAS FOR CONGRESS","","costs are rising and families like ours are coming up short so I voted for two of the largest property tax cuts in Nebraska history and I'll fight for a middle- class tax cut because everyone deserves a fair shot","Witsomt
Witson
Middle Class Tax Cut
Americans for Proserity, 11.11.21
VARGAS
Americans for Prosperty, 11.11.21
Americans for Proowrty, 11.11.21
Americans tor Pro certy, 11.11.21
ARGAS
Americants for Property, 11.11.21
FR ONGRESS
TONY
Americans for Proscerity, 11.11.21
""""TAXPAYER
Americans tor Prosperity, 11.11.21
LARGAS
TOTY
Witon
DEFEN
Americans for Prorty. 11.11.21
Witsom
Senator Tony Vargas
Americans tor Prospeity 1.11.21
Americans for Prosperty. 1.11.21
FOR CONGRESS
APPROVED BY TONY VARGAS. PAID FOR BY TONY VARGAS FOR CONGRESS.
Wilson
Largest Property Tax Cuts
Americans for Proscerty, 11.11.21
DEFENDER""""","5f748abe1b83008355ecf078be1f6cf8b51e2c66385501d2f5867385e7c1b6be","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR12656559676830253057?political=&region=US"
"cid_2024_6708","CR04798532093829185537","house","candidate",125000,"TONY VARGAS FOR CONGRESS","","Don bacon and the Maga extremists supported a national ban on abortion with no exceptions I don't know that I would have walked away alive if there was a nationwide abortion ban and my older daughter would have been left without a mom","Stephanie
No Exceptions
Don Bacon & MAGA Extremists
National Abortion Ban
APPROVED BY TONY VARGAS. PAID FOR BY VARGAS FOR CONGRESS AND DCCC.
he","d03a783559cbcf41eb21eb6c809703d8ef723fb4714a0a71336f9566d84b4010","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR04798532093829185537?political=&region=US"
"cid_2024_6709","CR05380311183876161537","house","candidate",17500,"TONY VARGAS FOR CONGRESS","","Don Bacon supports a National Abortion ban with no exceptions vote for someone who'd let me die no way","Stephanie
National Abortion Ban
Don Bacon
APPROVED BY TONY VARGAS. PAID FOR BY VARGAS FOR CONGRESS.
APPROVED BY TONY VARGAS. PAID FOR BY VARGAS FOR CONGRESS
Stepnanie
No Exceptions","8365fc986566ce1898f91627dd273caf0e371cf9b766abb3ed529dbfa969c819","https://adstransparency.google.com/advertiser/AR06381096408463704065/creative/CR05380311183876161537?political=&region=US"
"cid_2024_6783","CR03781198463329370113","house","candidate",19250,"GABE VASQUEZ FOR CONGRESS","","here in New Mexico we know that things are achieved with hard work that is what you learn when you are raised by a single mother and it was with hard work that I got Republicans and Democrats to work together to protect our veterans help our ranchers fight the posters on our border and with hard work I am going to lower the costs of food and rent so that we can all get ahead I am gay Vázquez and I approve of this","PARA QUE TODOS
MADRE
MADRE SOLTERA
COSTOS
PAGADO POR GABE VASIUEZ FOR CONGRESS
YVASQUEZ
COMBATIR A LOS CARTELES
CUANDO TE CRÍA UNA
PROTEGER LOS
COMBATIR A LOS
DE
FOR
CON TRABAJO
RANCHEROS
MEXICO
NUEVO
VASQU EZ
VETERANOS
LOGRÉ QUE
COMBATIR A LOS CÁRTELES
REPUBLICANOS Y DEMÓCRATAS
LAS COSAS SE LOGRAN
BAJAR LOS
Y LA RENTA
SALGAMOS
FOR CONGRESS
JUNTOS
PAGADO POR GABE VASIQUEZ FOR CONGRESS
DURO
CON TRABAJO DURO
Y FOR CONGRESS
GABE
CON
CONGRESS
AYUDA
LLO
PROTEGER
DE LA COMIDA
TRABAJARAN
SALGAMOS ADELANTE
PARA QUE
AYUDAR A NUESTROS
TERAN
DELA COMIDA
CÁRTELES
PAGADO POR GABE VASQUEZ FOR CONGRESS
PAGADO POR GABE VASOUEZ FOR CONGRESS
CUANDO TE CRIA UNA
REPUBLICANOS
YLA","8b9ced66a6f0359affbc2d94a29f9290b64427b29dfc17d14f08610b7cae829b","https://adstransparency.google.com/advertiser/AR06462380279448207361/creative/CR03781198463329370113?political=&region=US"
"cid_2024_6793","CR15502176635158790145","house","candidate",8750,"GABE VASQUEZ FOR CONGRESS","","ivet is lying about her extremist positions This is the bill she sponsored to ban abortion without exceptions and these are her words you heard enough I'm gay Vázquez and I try this message","Y estas son sus palabras
APROBADO POR GABE VASOUEZ PAGADO POR GABE VASOUEZ FOR CONGRESS
Yvette Herrell está mintiendo sobre sus posiciones extremistas
Yvette Herrell está mintiendo sobr
Yvette Herrell está mintiendo sobre sus posiciones extre
APROBADO POR GABE VASIOUEZ PAGADO POR GABE VASOUEZ FOR CONGRESS
Este es el proyecto de ley que ELLA PATROCINÓ para prohibir el aborto
APROBADO POR GABE VASIQUEZ PAGADO POR GABE VASOUEZ FOR CONGRESS
Yvette Herrell está mintiendo sobre sus posiciones
Yvette Herrell está mintiend
Y estas son sus
Yvette Herrell
Este es el proyecto de ley que ELLA PATROC
""""Ojalá
Este es el proyecto de ley que ELLA PATROCINÓ para prohibir el abort
Este es el proyecto de ley que ELLA PATROCINÓ para prohibir el aborto SIN
Este es el proyecto de ley que ELLA PATROCINÓ para prohibir el aborto SIN EXCEPCIONES
¿Oiste lo suficiente?
FOR CONGRESS
APROBADO POR GABE VASOUEZ. PAGADO POR GABE VASOUEZ FOR CONGRESS
APROBADO POR GABE VASQUE. PAGADO POR GABE VASQUEZ FOR CONGRESS
Este es el proyecto de ley que","93ec293f4e5a7a001970b3e231b00fe31f48d40e5d5054ca511d9832a8794638","https://adstransparency.google.com/advertiser/AR06462380279448207361/creative/CR15502176635158790145?political=&region=US"
"cid_2024_6826","CR05556958447116746753","senate","candidate",22500,"FRIENDS OF MARIA","","I'm fighting for a law to restore abortion rights for every woman in","305NEWS 06/24/2024
U.S Senator(D)
FEDERAL LAW RESTORING
Maria
3GNEWS 06/24/2024
ABORTION RIGHTS
KONEWS 06/24/2024
xS NEWS 06/24/2024
PAID FOR BY FRIENDS OF MARIA
25 NEWS 06/24/2024
35 NEWS 06/24/2024
X5 NEWS 06/24/2024
Cantwell
2 NEWS 06/24/2024
SEN. CANTWELL FIGHTS FOR
X5NEWS 06/24/2024
25NEWS 06/24/2024","826167e8447503546fe9c874b02e0874dba5f6aecf254419b48d3618ed132efb","https://adstransparency.google.com/advertiser/AR06520843236842405889/creative/CR05556958447116746753?political=&region=US"
