ad_id,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,page_name,funding_entity,ad_creative_body,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,asr_text,ocr_text
x_1522237601745981,1,0,0,0,0,0,0,0,0,Senate Democrats,DSCC,"Have you seen these Senate polls? 𝐎𝐡𝐢𝐨 🔵Brown: 46% 🔴Moreno: 44% 𝐀𝐫𝐢𝐳𝐨𝐧𝐚 🔵Gallego: 47% 🔴Lake: 44% 𝐏𝐞𝐧𝐧𝐬𝐲𝐥𝐯𝐚𝐧𝐢𝐚 🔵Casey: 46% 🔴McCormick: 46% 𝐖𝐢𝐬𝐜𝐨𝐧𝐬𝐢𝐧 🔵Baldwin: 49% 🔴Hovde: 48% 𝐌𝐢𝐜𝐡𝐢𝐠𝐚𝐧 🔵Slotkin: 46% 🔴Rogers: 42% 𝐍𝐞𝐯𝐚𝐝𝐚 🔵Rosen: 43% 🔴Brown: 39% 𝐌𝐨𝐧𝐭𝐚𝐧𝐚 🔵Tester: 46% 🔴Sheehy: 48% The margins in these races in top battleground states are razor-thin, and it is going to take all of us doing everything we can to keep these seats blue. That’s why we need you to chip in before midnight tonight to help defend the Senate! DONATE NOW >>>",secure.actblue.com,Our Senate majority is at stake: Defend it by donating today!,The average gift of supporters like you is $14.72. DONATE NOW,,"THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BALDWIN HOVDE BROWN 49 BALDWIN % 48 HOVDE BROWN 49 % 48 HOVDE % ROSEN 49 % 48 HOVDE % ROSEN % BROWN 49 % 48 % ROSEN % BROWN BROWN MORENO 49 % 48 % ROSEN 46 % MORENO 48 % ROSEN 46 % MORENO % ROSEN 44 % 43 ROSEN 44 % 43 % BROWN 44 % 39 % 39 % OHIO WISCONSIN NEVADA SHEEHY MCCORMICK TESTER 48 % CASEY MCCORMICK TESTER 48 % CASEY 46 % 46 MCCORMICK % TESTER 46 % 48 % CASEY MCCORMICK 46 ☐ % ☐ 46 % 46 % MONTANA PENNSYLVANIA PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED DONATE NOW BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE OR GIFTS TO THE DSCC ARE NOT TAX | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BALDWIN HOVDE BROWN 49 BALDWIN % HOVDE BROWN 49 % 48 HOVDE % BROWN 49 % 48 HOVDE % ROSEN BROWN MORENO 49 % 48 HOVDE % 46 % MORENO 49 % 48 % ROSEN 46 BROWN % MORENO 49 % 48 % ROSEN 46 % MORENO 48 % ROSEN 46 % 44 % 43 % BROWN 39 % 44 % 43 % BROWN 39 % OHIO WISCONSIN NEVADA SHEEHY TESTER 48 % CASEY MCCORMICK 46 % 46 % 46 % MONTANA PENNSYLVANIA PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED DONATE NOW BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE CONTRIBUTIONS DEDUCTIBLE CONTRIBUTIONS DEDUCTIBLE OR GIFTS TO THE DSCC ARE NOT TAX | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BROWN BALDWIN 49 % 48 HOVDE BALDWIN 49 HOVDE BALDWIN 49 % 48 HOVDE % ROSEN % BROWN 46 % MORENO % 48 % ROSEN 46 % MORENO 48 % ROSEN 46 % MORENO % ROSEN 46 % MORENO 44 % % ROSEN 43 % BROWN 44 % 43 % BROWN 39 % OHIO WISCONSIN NEVADA SHEEHY TESTER 48 % CASEY MCCORMICK 46 % 46 % 46 % MONTANA PENNSYLVANIA PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED DONATE NOW BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! 49 BALDWIN % 48 HOVDE % ROSEN BROWN BALDWIN HOVDE BROWN 49 BALDWIN % 48 HOVDE 49 BALDWIN % 48 HOVDE % ROSEN % BROWN 49 % 48 HOVDE % ROSEN % BROWN 49 % 48 % ROSEN % BROWN BROWN MORENO 49 % 48 % ROSEN 46 BROWN % MORENO 48 % ROSEN 46 % MORENO % ROSEN 46 % MORENO 44 % 43 % BROWN 44 % 43 % BROWN 43 % BROWN 39 % OHIO WISCONSIN NEVADA SHEEHY MCCORMICK TESTER 48 % CASEY MCCORMICK TESTER 46 % 48 % CASEY MCCORMICK 46 % 48 % 46 % 46 % 46 % 46 % 46 % MONTANA PENNSYLVANIA PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED DONATE NOW BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE : | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BROWN 49 BALDWIN % 48 HOVDE BALDWIN HOVDE 49 % 48 HOVDE % ROSEN % BROWN BROWN MORENO 49 % 48 HOVDE % ROSEN 49 % 48 HOVDE % ROSEN BROWN BROWN MORENO 49 % 48 % ROSEN 49 % 48 % ROSEN % BROWN 46 BROWN % MORENO 48 % ROSEN 46 % MORENO 44 % % ROSEN 46 % 44 % 43 % BROWN 46 % 44 % 43 % BROWN 39 % 44 % 43 % BROWN 39 % OHIO WISCONSIN NEVADA SHEEHY TESTER 48 SHEEHY % CASEY MCCORMICK 46 % 48 % 46 CASEY MCCORMICK TESTER 48 % CASEY MCCORMICK 46 % % 46 CASEY % 46 MCCORMICK 46 % 46 % 46 % MONTANA PENNSYLVANIA PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED DONATE NOW BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE CONTRIBUTIONS DEDUCTIBLE OR GIFTS TO THE DSCC ARE NOT TAX CONTRIBUTIONS DEDUCTIBLE | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BROWN 49 BALDWIN % 48 HOVDE 49 BALDWIN % 48 HOVDE % ROSEN BROWN 49 BALDWIN % 48 HOVDE % ROSEN % BROWN BALDWIN HOVDE BROWN MORENO 49 % 48 HOVDE % ROSEN 49 % 48 HOVDE % ROSEN % BROWN BROWN MORENO 49 % 48 % ROSEN 46 BROWN % MORENO 48 % ROSEN 49 % 48 % ROSEN % BROWN 46 % MORENO 44 % % ROSEN 46 % 44 % 43 % BROWN 39 % 46 % 44 % 43 % BROWN 44 % 43 % BROWN 39 % OHIO WISCONSIN NEVADA SHEEHY TESTER 48 SHEEHY % CASEY MCCORMICK 46 % % 46 CASEY % 46 MCCORMICK 46 % 48 % 46 CASEY MCCORMICK TESTER 48 % CASEY MCCORMICK 46 % 46 % 46 % MONTANA PENNSYLVANIA PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED DONATE NOW BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE CONTRIBUTIONS DEDUCTIBLE OR GIFTS TO THE DSCC ARE NOT TAX CONTRIBUTIONS DEDUCTIBLE"
x_1522270621979805,1,0,0,0,0,0,0,0,0,Hillary Scholten,SCHOLTEN FOR CONGRESS,"It's Democrat Hillary Scholten here in beautiful West Michigan. What happens here in 2024 impacts everyone across the country. In 2022, we made history and flipped this seat after 50 years, thanks to generous grassroots supporters like you. Now, we need your help again to hold this seat. Will you contribute $5, $10 — whatever you can give to my campaign today?",actblue.com,Donate to Hillary Scholten today!,Chip in to hold this seat.,"Hi folks, Hillary Clinton here in beautiful West Michigan, right on the shores of Lake Michigan. I'm here in the heart of my district because what happens here in 2024 impacts everyone across the country. The path to retaking the majority runs right here through West Michigan. In 2022, we flipped this seat after 50 years and now we need to retake the majority by holding this seat and expanding on what we won. I flipped this seat through generous grassroots supporters like you who came alongside us and supported us every step of the way. And now we need your help again to make sure we can hold this seat. Whatever you can get, $5, $10, we're counting on you. Your partnership makes it possible. Thank you so much.","Hillary Scholten here in beautiful West Michigan, right on the shores. of Lake Michigan. I'm here in the heart. of my district because what happens. here in 2024 impacts everyone. across the country. The path to retaking the majority runs right here. through West Michigan. In 2022, we flipped. this seat after 50 years, and now we need to. retake the majority by holding this seat and expanding on. what we won. flipped this seat through generous grassroots. supporters like you who came alongside us and supported us. every step of the way. And now, we need. your help again to make sure we. can hold this seat. Whatever you can give,. $5, $10. We're counting on you. Your partnership. makes it possible. Thank you much. HIL. EN. DONATE. PAID FOR BY SCHOLTEN FOR CONGRESS HILLARY. SCHOLTEN. FOR CONGRESS. DONATE. PAID FOR BY SCHOLTEN FOR CONGRESS"
x_1522348618674009,0,0,0,0,0,0,0,1,1,WinSenate,WINSENATE,"Bernie Moreno backed an Ohio law that banned abortion after 6 weeks, before most people know they’re pregnant. Moreno doesn’t represent the will of Ohioans.",ohiocapitaljournal.com,Moreno Supports A National Abortion Ban,"Bernie Moreno, a Cleveland businessman, faces the choice of alienating a key part of his coalition or a huge swath of voters in the middle. These days, he seems to be using semantics to avoid stating his position on that pivotal issue — after criticizing others for waffling.",,
x_1525837604728776,0,0,0,0,0,0,0,1,1,The Daily Scroll,HARRIS FOR PRESIDENT,Trump’s Project 2025 agenda would cut access to overtime pay.,theguardian.com,Trump would cut overtime pay,"Far-right plan for a Republican presidency would undercut unions, strip child labor laws and boost corporate profits",,AI ON ON ON UAW UAW ON STRIKE ON STRIKE UAW STRIKE ON STRIKE S UAW STRIKE UAW ON ON UAW VAW ON UAW UAW STRIKE STRIKE STRIKE ON STRIKE ON UAW ON ON UAW ON UAW STRIKE UAW STRIKE UAW STRIKE ON UAW ON UAW ON ON ON UAW STRIKE UAW UAW The .. Guardian | U ON ON STRIKE ON ON ON UAW UAW STRIKE STRIKE UAW STRIKE ON ON ON UAW STRIKE STRIKE ON UAW ON ON UAW ON UAW UAW STRIKE ON STRIKE UAW ON UAW STRIKE ON ON UAW ON ON ON UAW STRIKE UAW STRIKE STRIKE UAW The .. Guardian | STRIKE STRIKE U ON ON ON ON UAW UAW STRIKE STRIKE UAW STRIKE STRIKE S UAW UAW UAW ON ON STRIKE NO STRIKE STRIKE ON ON UAW ON UAW STRIKE UAW ON ON UAW STRIKE UAW ON UAW ON UAW ON ON ON UAW STRIKE UAW UAW The .. Guardian | U STRIKE ON ON ON STRIKE STRIKE UAW STRIKE UAW UAW ON ON ON 1178 UAW UAW 1178 UAW STRIKE UAW STRIKE ON 1178 UAW STRIKE UAW ON 1178 UAW ON ON 1178 UAW ON UAW STRIKE UAW UAW STRIKE ON ON UAW STRIKE ON ON ON STRIKE STRIKE UAW UAW ค The Guardian | STRIKE STRIKE U ON UAW UAW ON STRIKE S ON STRIKE S UAW STRIKE STRIKE UAW VAW UAW ON ON ON STRIKE STRIKE ON STRIKE UAW STRIKE ON UAW ON UAW STRIKE UAW ON ON UAW STRIKE UAW ON UAW ON UAW ON ON ON UAW STRIKE UAW UAW The .. Guardian | STRIKE ON ON ON UAW STRIKE ON ON UAW UAW ON ON STRIKE UAW UAW STRIKE UAW ON ON ON UAW STRIKE STRIKE ON STRIKE ON ON UAW STRIKE UAW ON UAW ON UAW UAW ON UAW UAW STRIKE ON ON UAW STRIKE ON ON ON UAW STRIKE UAW STRIKE UAW The Guardian
x_1529516987690859,1,0,0,0,0,0,0,1,0,Democrats,DCCC,"⚠️BREAKING NEWS ⚠️ Elon Musk’s extreme right-wing Super PAC has funneled MILLIONS into 18 key toss-up districts to help the MAGA Majority keep control of Congress. We can’t afford to hesitate. Votes are already being cast in battleground states across the country, and we NEED to flip just FOUR seats to win a Democratic Majority in the House. Can we count on you to help House Democrats take back the Majority and put a stop to the MAGA agenda?",secure.actblue.com,DONATE NOW >>>,"34,837 DONATIONS REQUESTED",,"BREAKING : """""""" Elon Musk's super PAC has spent more than $ 10 million in these 18 districts to keep the GOP in control of the House """""""" - BUSINESS INSIDER DERIVATIVE OF STEVE JURVETSON PHOTO . CC BY - SA 2.0 DEED . 34,837 DONATIONS NEEDED Donate >> PAID FOR BY DCCC . DCCC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . | BREAKING : """""""" Elon Musk's super PAC has spent more than $ 10 million in these 18 districts to keep the GOP in control of the House """""""" - BUSINESS INSIDER DERIVATIVE OF STEVE JURVETSON PHOTO . CC BY - SA 2.0 DEED , 34,837 DONATIONS NEEDED Donate >> PAID FOR BY DCCC . DCCC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE ."
x_1530903497527140,0,0,0,0,0,0,0,1,1,Kamala Harris,HARRIS FOR PRESIDENT,"This is the Trump Handbook for a second term: ban abortion nationwide, rip away affordable health care, eliminate the Department of Education, and much, much more.",kamalaharris.com,Stop Project 2025,,"Project 2025, Trump's plan, ban abortion, restrict contraception and healthcare, eliminate the education cancer students definitely over time.",TRUMP'S. PROJECT 2025. Project 2025 TRUMP'S. PROJECT 2025. Trump's plan: BAN ABORTION. NATIONWIDE. - Ban abortion RESTRICT ACCESS. TO CONTRACEPTION. contraception - End health care DEBT RELIEF. - Eliminate the Education. Department. PAID for by HARRIS FOR PRESIDENT - End overtime pay. PAID for by HARRIS FOR PRESIDENT STOP. PROJECT 2025. PAID for by HARRIS FOR PRESIDENT DEFEAT. TRUMP. PAID for by HARRIS FOR PRESIDENT
x_1533043523983663,0,0,0,1,0,0,1,0,0,Future Forward,FF PAC,Kamala Harris is lowering costs for working and middle-class Americans.,secure.everyaction.com,Vote Harris,,,MALA KAMALA MARR Vervala Harris OPLE Kamala Harris stands up for the middle class PAID FOR BY FF PAC . FFPAC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE | MALA KAMALA KAMAL Marila Harris THE OPLE Kamala Harris stands up for the middle class PAID FOR BY FF PAC . FFPAC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE | MALA KAMALA KAMA Varala ARR ARR Harris OPLE Kamala Harris stands up for the middle class PAID FOR BY FF PAC . FFPAC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE | MALA KAMALA Vervala Hamis OPLE Kamala Harris stands up for the middle class PAID FOR BY FF PAC . FFPAC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE | MALA KAMALA MARR Vervula Harris PLE Kamala Harris stands up for the middle class PAID FOR BY FF PAC . FFPAC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
x_1534787370578886,0,0,0,0,0,0,0,1,1,Vote Jared Young,Jared Young for Missouri,"I am honored to receive the endorsement of former Senator John Danforth. His leadership in Missouri and commitment to bridging political divides have long inspired me, and I’m proud to have his support. Together, we can move beyond partisan politics and focus on real solutions that benefit all Missourians. Read the full article to learn more about Senator Danforth’s endorsement. https://fox2now.com/news/missouri/former-sen-danforth-endorses-independent-candidate-in-missouri-senate-race/ #WeCanBeBetter #YoungForSenate #MOSen #Missouri",fox2now.com,Former Sen. Danforth endorses independent candidate in Missouri Senate race,"Former U.S. Sen. John Danforth announced he’s endorsing independent candidate Jared Young in Missouri’s November Senate race, featuring incumbent Republican Josh Hawley and Democratic challenger Lu…",,JARED YOUNG FOR SENATE
x_1535568347057838,0,0,0,0,0,0,0,1,1,Nevada - Just the Facts.,NRSC,🚨 Multimillionaire Jacky Rosen thinks she's above the law🚨. Rosen was caught BREAKING THE FEDERAL LAW to stop Congress from getting rich off of insider trading. Rosen is just another corrupt politician who puts herself first.,retirerosen.com,Retire Jacky Rosen,Just another corrupt politician.,"Jackie Rosen was caught breaking the federal law to stop Congress from insider trading, just another corrupt politician.",JACKY ROSEN JACKY ROSEN. BROKE. FEDERAL JACKY ROSEN. BROKE. FEDERAL LAW. Paid for by Not authorized by any. candidate candidate's. NRSC.org JACKY ROSEN. Paid for by Not authorized by any. candidate. NRSC.org JACKY ROSEN. JUST ANOTHER. CORRUPT. Paid for by Not authorized by any. candidate candidate's. NRSC.org
x_1539070490823780,0,0,0,0,0,0,0,1,1,Sherrod Brown,FRIENDS OF SHERROD BROWN,,sherrodbrown.com,,,"The hardest part of securing the border shouldn't be happening in Washington. So I work with Republicans on the strongest bill in decades. More agents, tougher enforcement, better tools to fight fentanyl traffickers because some things are bigger than politics.","THE. N BORDER. PATROL. THE HARDEST PART OF. SECURING THE BORDER. SHOULDN'T BE. HAPPENING IN WAHSHINGTON THE HARDEST PART OF. SECURING THE BORDER. SHOULDN'T BE. HAPPENING IN WAHSHINGTON. THRU THE HARDEST PART OF. SECURING THE BORDER. SHOULDN'T BE. HAPPENING IN WAHSHINGTON BROWN SU. BIPARTISAN U.S.. SENATE BORDER DEAL. CLEVELAND.COM, 2/5/24 SHERROD BROWN SUPPORTS. BIPARTISAN U.S.. SENATE BORDER DEAL. CLEVELAND.COM, 2/5/24 TOUGHER. ENFORCEMENT TOOLS TO. FIGHT FENTANYL TOOLS TO. FIGHT FENTANYL. PAID FOR BY FRIENDS OF SHERROD BROWN PAID FOR BY FRIENDS OF SHERROD BROWN SHERROD. BROWN. PUTTING. OHIO FIRST. PAID FOR BY FRIENDS OF SHERROD BROWN SHERROD. BROWN. PUTTING OHIO FIRST. PAID FOR BY FRIENDS OF SHERROD BROWN"
x_1539335980023576,1,0,0,0,0,0,0,0,0,Colin Allred,COLIN ALLRED FOR SENATE,,secure.actblue.com,,,,""""""""" ... Polls , fundraising and a changing political climate have all looked promising for Allred . Today , Texas Democrats are in an extraordinary situation , one that has proved elusive over the past three decades : They have an actual chance of winning a statewide race . """""""" MSNBC - PAID FOR BY COLIN ALLRED FOR SENATE | """""""" ... Polls , fundraising and a changing political climate have all looked promising for Allred . Today , Texas Democrats are in an extraordinary situation , one that has proved elusive over the past three decades : They have an actual chance of winning a statewide race . """""""" MSNBC PAID FOR BY COLIN ALLRED FOR SENATE"
x_1539905396642634,0,0,0,0,0,0,0,1,1,Stephanie Bice,Bice for Congress,"Bice is working for military veterans: improved benefits, improved education opportunities, better health care",biceforcongress.com,Check out what veterans say about Bice,,"I've served two tours in Afghanistan. Vietnam, Iraq. I served for 34 years. 30 years. United States Air Force. The army. Marine Corps, Navy. Now, Stephanie Bice has my back. Stephanie Bice has my back. Bice fought to expand benefits for veterans like me. Improved education opportunities and access to world-class healthcare for all veterans. That tells me everything. Stephanie Bice is keeping her promises. Keeping her promises. I'm Stephanie Bice and I'm proud to approve this message.","SPECIAL. O+. (. RICK. ITALIA SPECIAL. ( ). RICK. ITALIA OKLAHOMA OKLAHOMA. HOME TO 300,000 VETERANS OKLAHOMA. HOME TO VETERANS HEART. OKLAHOMA. HOME TO 300,000 VETERANS USE OF ANY MILITARY RANK JOB TITLE MEDAL AND PHOTOGRAPH IN UNIFORM. DOES NOT IMPLY ENDORSEMENT BY ANY BRANCH OF SERVICES OR DEPARTMENT OF DEFENSE. USE OF ANY MILITARY RANK JOB TITLE MEDAL AND PHOTOGRAPH IN UNIFORM. DOES ENDORSEMENT BY ANY BRANCH OF SERVICES OR DEPARTMENT OF ARMY. USE OF ANY MILITARY AND UNIFORM. DOES NOT IMPLY ENDORSEMENT BY ANY BRANCH OF DEPARTMENT OF ARMY. USE OF ANY AND UNIFORM. DOES NOT IMPLY ENDORSEMENT BY ANY BRANCH OF SERVICESOR DEPARTMENT OF Rita Aragon. I. STEPH Rita. STEPHANIE BICE. EXPANDED VETERAN BENEFITS SPECIAL FOR. GREEN BERET. O+. CACINI. RICK. ITALIA. STEPHANIE BICE. EXPANDED VETERAN BENEFITS SPECIAL FO. ASS. GREEN BERE. O+. CACINI. RICK. ITALIA. STEPHANIE BICE. IMPROVED EDUCATION OPPORTUNITIES STEPHANIE BICE. ARMY. - AMERICAN. NATIVE. U.S. ARMY. ARMY STRONG:. MONTH. STEPHANIE BICE. ACCESS TO IMPROVED VETERAN HEALTH CARE. - - -. much -. my. my AMERICAN. NATIVE. U.S. ARMY. HERITAGE. ARMY. MONTH. COLLECTION. DIVERSITY AND BROTHERHOOD. STEPHANIE BICE. ACCESS TO IMPROVED VETERAN HEALTH CARE. and. Native. A. they I. STEPH. KEEPING HER PROMISES. Arages STEPHANIE BICE. KEEPING HER PROMISES. Rita. APPROVED BY STEPHANIE BICE. PAID FOR BY BICE FOR CONGRESS. STEPHANIE BICE. KEEPING HER PROMISES. S. ARMY. APPROVED BY STEPHANIE PAID FOR BY BICE FOR CONGRESS.. REA STEPHANIE BICE. KEEPING HER PROMISES. S. ARMY. APPROVED BY STEPHANIE BICE PAID FOR BY BICE FOR CONGRESS.. REA STEPHANIE BICE. ETNAM. FOR CONGRESS. APPROVED BY STEPHANIE PAID FOR BY BICE FOR CONGRESS. STEPHANIE BICE. FOR CONGRESS. APPROVED BY STEPHANIE BICE PAID FOR BY BICE FOR CONGRESS."
x_1541010746619290,0,0,0,0,0,0,0,1,1,RBG PAC,RBG PAC,"Donald Trump speaks his mind. And on the issue of abortion, he's spoken it. Here's what he said.👇",www.rbgpac.com,"Trump On Abortion, In His Own Words",Get The Truth >>>,"Donald Trump speaks his mind, and on the issue of abortion, he's spoken it. No, I'm not in favor of abortion ban. I'm not signing a ban, and there's no reason to sign a ban. Under President Trump, there will be no abortion ban. period","DONALD TRUMP. SPEAKS DONALD TRUMP. SPEAKS HIS MIND. AND ON THE ISSUE. OF ABORTION AND ON THE ISSUE. OF ABORTION. НЕ HAS SPOKEN IT. """"""""NO, """"""""NO, I'M NOT. IN FAVOR OF I'M NOT. SIGNING A BAN, VE. NEWS. 2024 PRESIDENTIAL DEBATE. AND THERE'S. NO REASON UNDER. SNEWS. 2024 PRESIDENTIAL DEBATE. EVER. SUPI. AND THERE'S. UND. NO REASON TO. IS. ON T. SIGN A BAN."""""""". WILL UNDER PRESIDENT TRUMP. Donald J. Trump. Follow. @realDonaldTrump. EVERYONE KNOWS I WOULD NOT. SUPPORT A FEDERAL ABORTION BAN,. UNDER ANY CIRCUMSTANCES, AND. WOULD, IN FACT, VETO BECAUSE IT. IS UP TO THE STATES TO DECIDE BASED. ON THE WILL OF THEIR VOTERS (THE. WILL OF THE PEOPLE!). LIKE RONALD. PAID FOR BY NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE S WWW.RBGPAC.COM. UNDER PRESIDENT TRUMP. THERE WILL. Donald J. Trump. Follow. @realDonaldTrump. EVERYONE KNOWS I WOULD NOT. SUPPORT A FEDERAL ABORTION BAN,. UNDER ANY CIRCUMSTANCES, AND. WOULD, IN FACT, VETO BECAUSE IT. IS UP TO THE STATES TO DECIDE BASED. ON THE WILL OF THEIR VOTERS (THE. WILL OF THE PEOPLE!). LIKE RONALD. PAID FOR BY PAC. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE S WWW.RBGPAC.COM. UNDER PRESIDENT TRUMP. THERE WILL BE NO ABORTION. Donald J. Trump. Follow. @realDonaldTrump. EVERYONE KNOWS I WOULD NOT. SUPPORT A FEDERAL ABORTION BAN,. UNDER ANY CIRCUMSTANCES, AND. WOULD, IN FACT, VETO BECAUSE IT. IS UP TO THE STATES TO DECIDE BASED. ON THE WILL OF THEIR VOTERS (THE. WILL OF THE PEOPLE!). LIKE RONALD. PAID FOR BY PAC. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE S WWW.RBGPAC.COM. UNDER PRESIDENT TRUMP. THERE WILL BE NO ABORTION BAN.. PERIOD.. Donald J. Trump. Follow. @realDonaldTrump. EVERYONE KNOWS I WOULD NOT. SUPPORT A FEDERAL ABORTION BAN,. UNDER ANY CIRCUMSTANCES, AND. WOULD, IN FACT, VETO BECAUSE IT. IS UP TO THE STATES TO DECIDE BASED. ON THE WILL OF THEIR VOTERS (THE. WILL OF THE PEOPLE!). LIKE RONALD. PAID FOR BY PAC. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE S WWW.RBGPAC.COM."
x_1543631102856469,0,0,0,0,0,0,0,1,1,Ruben Gallego,Gallego for Arizona,,gallegoforarizona.com,,,It's no secret where Carrie Lake stands on abortion. It's not a choice that somebody gets to make. That's not a medical choice. I don't think abortion pills should be legal. Arizona will not be a state where abortions are happening.,"KARI LAKE'S. VIEWS KARI LAKE'S. VIEWS. ON ABORTION NEW. RIGHT LIVES. KARI LAKE:. """"""""IT'S NOT A CHOICE SOMEBODY GETS TO MAKE"""""""" KARI LAKE:. """"""""IT'S NOT A CHOICE SOMEBODY GETS TO MAKE"""""""". 7/20/22 KARI LAKE:. """"""""IT'S NOT A CHOICE SOMEBODY GETS TO MAKE"""""""" ARIZ. ARIZONA. KARI LAKE:. """"""""DON'T THINK ABORTION PILLS. SHOULD BE LEGAL."""""""". 6/29/22 ARIZ. ARIZONA. S. KARI LAKE:. """"""""DON'T THINK ABORTION PILLS. SHOULD BE LEGAL."""""""". 6/29/22. PAID FOR BY GALLEGO FOR ARIZONA APPROVED BY RUBEN PAID FOR BY GALLEGO FOR ARIZONA. APPROVED BY RUBEN GALLEGO. """"""""ARIZONA WILL NOT BE A STATE WHERE ARE HAPPENING."""""""". PAID FOR BY GALLEGO FOR ARIZONA. APPROVED BY RUBEN GALLEGO. KARI LAKE:. """"""""ARIZONA WILL NOT BE A STATE WHERE ABORTIONS ARE HAPPENING."""""""". PAID FOR BY GALLEGO FOR ARIZONA. APPROVED BY RUBEN GALLEGO."
x_1543767432919536,1,0,0,0,1,0,0,0,0,Bob Casey,BOB CASEY FOR SENATE INC,"❗The West Wing cast wants YOU to join their one-night-only event in support of Bob Casey on October 15 at 8 PM ET. Martin Sheen, Allison Janney, Bradley Whitford, Richard Schiff, Dulé Hill, and Mary McCormack are getting together to support Bob Casey, who’s running to defend Democrat’s razor-thin Senate majority. You won’t want to miss this night of games, performances, and a discussion of the stakes of this election. So don’t wait, and RSVP today!",secure.actblue.com,Meet The West Wing cast while helping Bob Casey!,"If Bob loses PA, Democrats have no chance of winning the Senate.",,SMA JOIN THE WEST WING CAST FOR A ONE - NIGHT ONLY VIRTUAL EVENT RSVP PAID FOR BY BOB CASEY FOR SENATE INC . | JOIN THE WEST WING CAST FOR A ONE - NIGHT ONLY VIRTUAL EVENT RSVP PAID FOR BY BOB CASEY FOR SENATE INC .
x_1544285582832573,0,0,0,0,0,0,0,1,1,Steve Garvey,STEVE GARVEY FOR US SENATE,"Californians are feeling the strain from rising costs and high taxes, while our education system continues to fall short, leaving our youth at a disadvantage. It’s time for strong leadership that understands the challenges of everyday Californians!",stevegarvey.com,Steve Garvey for a Better California,,"taxes are too high in California. The cost of living has gone up and the education system has definitely plummeted. That's why we need someone like Steve Garvey. Steve Garvey not only has the ability to lead a team, he has the ability to connect with other people.",CALIFORNIA. TAXES CALIFORNIA. TAXES. COST OF LIVING. ROSALIA CALIFORNIA. TAXES. COST OF LIVING. EDUCATION. ROSALIA -. STEVE. GARVE. FOR U.S. STEVE. GARVEY. 6. FOR U.S. SENATE STEVE. GARVEY. 6. FOR U.S. SENATE. BY STEVE GARVEY FOR US STEVE. GARVEY. 6. FOR U.S. SENA. PAID FOR BY STEVE STEVE. GARVEY. 6. FOR U.S. SENATE. PAID FOR BY STEVE GARVEY FOR U.S. SENATE
